Date,Average of pres0,Average of pres1,Average of pres2,Average of pres3,Average of pres4,Average of pres5,Average of pres6,Average of pres7,Average of pres8,Average of pres9,Average of pres10,Average of pres11,Average of pres12,Average of pres13,Average of pres14,Average of pres15,Average of pres16,Average of pres17,Average of pres18,Average of pres19,Average of pres20,Average of pres21,Average of pres22,Average of pres23,Average of pres24,Average of pres25,Average of pres26,Average of pres27,Average of pres28,Average of pres29,Average of pres30,Average of pres31,Average of pres32,Average of pres33,Average of pres34,Average of pres35
8/29/2007,101700.7597,101699.5413,101684.3025,101659.2831,101691.6789,101695.9442,101674.6715,101628.3181,101687.3203,101691.6176,101690.7645,101658.0949,101683.449,101661.5071,101634.3222,101627.0379,101648.2191,101612.1354,101590.3441,101581.7816,101581.9635,101563.4349,101488.4624,101490.3821,101482.4293,101456.5242,101444.3638,101436.1045,101490.0484,101352.8739,101316.699,101341.9944,101523.6019,101360.3717,101286.5275,101274.8862
8/30/2007,101572.9947,101570.5213,101552.5437,101524.5582,101567.1467,101567.2347,101543.1474,101496.7475,101561.9109,101564.1513,101563.5405,101531.8608,101553.3001,101532.4123,101508.8192,101504.3114,101522.4052,101488.3107,101467.8594,101458.1737,101466.696,101450.1428,101372.5298,101369.6776,101371.2777,101342.304,101326.2461,101318.3327,101365.7511,101224.9517,101188.1214,101220.7905,101386.6378,101223.0302,101152.2525,101149.3139
8/31/2007,101317.2626,101311.99,101291.6622,101261.827,101307.0525,101303.8828,101276.2411,101229.8568,101300.3478,101297.8795,101291.2969,101259.9066,101292.2723,101265.0268,101233.7273,101227.0223,101250.2749,101211.6615,101188.1343,101179.4799,101176.5844,101156.8969,101082.5655,101085.7954,101069.3077,101042.1845,101029.9639,101021.3069,101069.7958,100931.0071,100893.4297,100917.5978,101096.6142,100932.1648,100856.7667,100843.4792
9/1/2007,101456.8805,101455.984,101436.752,101405.3609,101447.4727,101448.209,101424.0488,101375.632,101441.9051,101444.1449,101442.7676,101409.7762,101434.3844,101412.5281,101386.6082,101380.273,101394.3211,101361.2008,101341.2336,101335.1199,101325.0727,101310.3527,101237.584,101241.0078,101220.4973,101194.193,101181.7441,101174.3852,101215.4402,101075.8875,101038.5453,101066.3523,101237.9039,101072.8813,101000.1133,100990.4176
9/2/2007,101711.9168,101711.194,101689.712,101653.538,101702.2337,101702.484,101675.7714,101622.484,101696.0272,101695.6671,101690.4351,101654.2055,101689.071,101662.8597,101631.6675,101623.5411,101645.5241,101608.5428,101585.1692,101577.3217,101571.4783,101552.25,101478.3169,101483.716,101465.6841,101436.4939,101427.4789,101425.6695,101465.4613,101324.7446,101290.2123,101324.8849,101490.894,101326.3312,101253.2041,101250.394
9/3/2007,101739.0496,101734.9531,101714.7297,101684.2016,101729.5465,101728.0418,101702.698,101654.7305,101721.9934,101723.241,101721.8012,101689.3852,101711.4016,101689.5773,101665.5453,101660.7781,101680.7449,101645.3531,101624.7133,101614.7293,101627.5289,101607.7215,101529.5133,101525.9934,101535.5289,101503.7219,101486.282,101475.7215,101534.441,101391.9133,101353.4816,101381.1613,101557.9297,101392.5855,101317.4813,101309.834
9/4/2007,101524.2089,101519.1162,101498.3295,101467.1376,101521.1756,101516.8349,101485.2799,101434.803,101514.7473,101508.1525,101496.6607,101461.6827,101506.1209,101473.537,101436.6118,101426.3998,101468.0825,101424.0618,101394.5115,101379.0948,101401.2449,101375.5329,101293.5017,101289.2999,101300.2082,101267.9572,101250.0109,101235.7632,101303.8815,101162.1906,101121.9545,101141.8213,101331.5958,101167.2272,101093.6824,101074.2609
9/5/2007,101427.38,101426.0401,101409.9538,101383.511,101422.1719,101425.3136,101403.6413,101357.2418,101416.6733,101421.6776,101423.5398,101392.3242,101408.5856,101389.8803,101368.1204,101364.397,101377.7209,101345.6918,101326.7539,101318.4336,101320.18,101307.5241,101231.19,101229.2699,101223.3935,101201.8661,101187.5813,101178.7979,101225.8949,101089.7504,101054.2301,101083.7855,101256.8182,101092.8633,101019.6403,101013.7358
9/6/2007,101674.9941,101668.5305,101649.5547,101623.0898,101676.9145,101672.5621,101644.5938,101599.1867,101677.3625,101674.9289,101669.8738,101638.0336,101673.4906,101648.3383,101620.0496,101612.4984,101642.8648,101606.193,101580.6582,101566.0664,101586.9945,101568.9133,101486.3863,101479.7934,101494.6742,101467.5055,101449.4895,101437.2336,101500.3383,101361.4266,101323.9539,101350.1938,101531.8246,101368.4027,101295.2176,101284.7535
9/7/2007,101696.3892,101690.1925,101664.8256,101623.3707,101699.0657,101694.4684,101663.1669,101604.1413,101696.8825,101693.364,101687.195,101647.8938,101689.8718,101663.109,101633.8441,101624.2141,101659.5888,101616.5636,101592.0103,101579.8505,101601.9016,101573.1598,101493.392,101490.6879,101508.3452,101472.7088,101455.7784,101444.1996,101516.3164,101372.7816,101333.5955,101356.6076,101546.5419,101381.8569,101306.8619,101293.4517
9/8/2007,101472.3405,101465.0304,101443.1698,101409.6205,101476.2813,101473.0822,101444.9552,101388.838,101474.5629,101474.4626,101472.8791,101432.0206,101467.1534,101445.3935,101421.8479,101412.0798,101434.4786,101397.9659,101378.4626,101370.9852,101372.4663,101353.7389,101278.6229,101278.993,101272.9301,101247.5666,101233.0481,101221.4955,101278.859,101140.8199,101102.8248,101124.1797,101311.3306,101147.6924,101074.16,101058.4626
9/9/2007,101475.6227,101482.5023,101472.0715,101448.1352,101470.1516,101483.6555,101467.7832,101421.1922,101469.7035,101479.3664,101481.2227,101451.0789,101473.1914,101452.6469,101424.1668,101418.1836,101443.3027,101406.7266,101382.1504,101370.0867,101377.8949,101362.1832,101283.0793,101280.9031,101276.1023,101252.4547,101238.182,101229.6078,101277.8953,101140.4867,101104.6152,101134.1828,101307.368,101143.2387,101069.9902,101062.1508
9/10/2007,101722.3586,101722.237,101707.5469,101684.2935,101711.0525,101716.4156,101699.1961,101657.4446,101708.035,101717.2693,101723.4557,101695.2961,101704.1953,101689.8705,101671.0365,101669.0562,101662.6246,101631.8445,101619.6845,101623.1589,101587.4405,101569.6124,101507.2574,101523.135,101480.4085,101449.7496,101446.7318,101450.1451,101477.8478,101335.7987,101301.9089,101337.8713,101500.7362,101335.9204,101265.0941,101263.8136
9/11/2007,101675.5649,101669.8054,101651.8308,101627.1199,101661.124,101660.4558,101638.2792,101596.7629,101650.4671,101654.6399,101657.1165,101629.9864,101636.7762,101618.8556,101599.8499,101599.9069,101606.8071,101575.391,101558.891,101552.1012,101553.659,101540.3308,101464.8672,101462.752,101457.659,101432.337,101416.7276,101408.463,101451.5938,101312.1294,101275.5384,101308.1219,101473.3815,101309.4012,101237.6379,101235.7184
9/12/2007,101655.9929,101655.2937,101638.1012,101608.4286,101645.8683,101650.7553,101629.3153,101579.4254,101637.8683,101643.3093,101644.3565,101610.9886,101629.2862,101609.3015,101585.0984,101580.3267,101592.8654,101557.1122,101539.1342,101534.8292,101527.294,101505.8537,101434.9013,101440.2251,101425.3015,101390.7706,101378.9602,101374.2464,101417.2433,101272.8942,101235.1918,101266.2912,101433.6502,101269.7816,101198.858,101195.3086
9/13/2007,101768.4862,101766.8092,101749.0112,101721.1555,101760.8058,101760.9275,101735.2362,101686.5357,101749.4379,101749.987,101747.4271,101713.202,101734.4431,101711.0699,101684.9505,101679.9516,101690.9542,101654.5964,101636.9501,101634.2987,101615.6778,101597.6663,101528.9122,101537.7813,101504.4714,101479.8155,101472.2876,101469.9405,101503.3731,101365.1023,101330.3903,101361.7504,101529.8568,101365.9252,101293.9412,101288.2106
9/14/2007,101718.4052,101718.3189,101703.8604,101677.3874,101716.6896,101722.7113,101698.4201,101644.7763,101706.5082,101708.3693,101704.4421,101667.0891,101695.1623,101669.3004,101638.5511,101631.0167,101655.744,101614.93,101592.5582,101585.0245,101586.5657,101560.2969,101486.668,101490.6527,101483.0597,101446.8711,101433.7219,101426.3331,101480.2688,101335.5408,101296.3835,101322.2166,101500.6903,101334.6676,101259.9922,101248.0643
9/15/2007,101629.2358,101627.2866,101609.2788,101580.7702,101622.1946,101623.3015,101599.7962,101552.8423,101617.0756,101620.0138,101619.6932,101587.6651,101609.6286,101588.7706,101564.1587,101559.185,101571.2571,101534.1374,101516.5369,101513.5987,101502.8356,101478.3991,101409.3079,101417.657,101400.7259,101364.1882,101354.3267,101350.8352,101397.207,101252.392,101214.7773,101244.4219,101416.843,101251.984,101176.0866,101168.3192
9/16/2007,101588.0842,101579.9098,101557.946,101529.9613,101585.5529,101576.9712,101547.9393,101503.2557,101581.8306,101579.2994,101576.7965,101544.1864,101570.6591,101548.9862,101526.8192,101521.4371,101532.3754,101497.2624,101480.7681,101477.4233,101467.5604,101446.7905,101376.6811,101383.7795,101366.587,101335.2553,101326.8196,101326.4411,101365.598,101223.7496,101189.3935,101225.9904,101389.598,101226.8917,101157.859,101158.0629
9/17/2007,101596.624,101598.5438,101585.911,101564.5401,101590.2792,101597.3753,101580.7914,101539.2741,101588.0815,101598.1535,101605.0825,101577.2283,101584.3251,101570.606,101553.2707,101551.3519,101555.6634,101527.5591,101511.4762,101505.3815,101499.6501,101490.4399,101416.0048,101415.8655,101405.0693,101385.9793,101373.6814,101366.8927,101410.1063,101275.4823,101241.5635,101273.3964,101444.4429,101280.52,101207.2537,101201.9671
9/18/2007,101523.7163,101521.7961,101503.9104,101475.7504,101516.6772,101519.1694,101500.4075,101453.822,101516.4079,101526.1752,101535.1686,101501.5185,101512.1974,101501.4174,101489.1567,101485.4519,101487.6419,101458.5041,101446.3113,101443.6493,101443.1102,101421.9572,101350.2093,101353.4091,101364.8964,101330.8413,101318.6476,101311.2364,101381.9408,101239.9942,101203.5144,101229.3495,101420.9807,101257.1748,101184.9548,101173.6369
9/19/2007,101273.2433,101264.8017,101240.2995,101206.8657,101281.3806,101269.3125,101232.2839,101179.9252,101281.2292,101269.8609,101256.5432,101217.3504,101274.1585,101240.5126,101205.0063,101191.5677,101244.1094,101195.4684,101165.1752,101147.1946,101188.032,101154.0822,101068.2307,101060.0938,101097.6704,101060.6417,101039.0956,101019.3456,101115.5606,100972.0476,100929.3802,100940.8092,101154.2641,100986.8888,100905.6399,100875.6514
9/20/2007,100894.8289,100908.3328,100902.2855,100887.1484,100883.3082,100897.6754,100888.493,100854.6055,100879.4039,100896.1719,100909.2598,100886.7641,100875.0215,100866.9238,100854.9563,100857.5801,100848.8441,100823.1801,100811.9484,100810.2531,100794.7,100786.0922,100715.6289,100718.7969,100699.0527,100677.0367,100666.3176,100663.6281,100694.8918,100557.1012,100523.6922,100562.0289,100720.0762,100556.5891,100485.4523,100489.8355
9/21/2007,101110.4769,101119.7705,101115.5033,101108.6775,101099.0789,101110.5063,101101.7593,101075.6406,101094.5365,101111.1469,101126.2325,101107.9773,101086.4286,101081.8292,101074.2705,101080.487,101046.2935,101032.4866,101026.971,101032.5179,100981.3177,100987.016,100924.6916,100936.9144,100880.5632,100870.5365,100868.9516,100874.7418,100879.2522,100748.875,100721.2336,100766.7039,100911.2526,100749.1503,100679.9081,100695.115
9/22/2007,101490.8484,101494.0774,101480.055,101457.0739,101489.1321,101491.8377,101469.9904,101426.9055,101485.6406,101489.8881,101491.4588,101460.5359,101477.9609,101459.0231,101437.0884,101433.8001,101443.1687,101408.8118,101391.7358,101387.7202,101378.0341,101360.462,101289.2191,101295.299,101275.6332,101249.3643,101241.6552,101242.7024,101276.3906,101137.4219,101105.0444,101145.0447,101304.0256,101140.8267,101069.5249,101070.1946
9/23/2007,101807.7286,101806.1423,101790.7819,101767.8825,101801.9402,101803.8329,101783.0469,101740.2218,101797.7109,101803.7221,101807.8125,101777.5384,101789.5024,101773.5037,101755.5832,101752.8553,101763.7079,101734.6022,101716.8485,101707.4708,101715.9589,101705.6909,101626.609,101620.8213,101626.5819,101605.0999,101587.6522,101576.4932,101629.1685,101492.2918,101456.09,101485.7255,101660.3057,101495.0465,101421.8927,101413.9341
9/24/2007,101722.082,101721.2504,101704.4176,101677.3785,101718.6895,101720.834,101698.5293,101651.7137,101717.1539,101721.5066,101722.7215,101690.0496,101713.3461,101693.634,101670.5617,101665.25,101683.8742,101647.0746,101627.3297,101619.4586,101624.2258,101603.7789,101527.7781,101528.9941,101528.002,101500.3863,101488.1945,101481.8902,101536.6102,101397.1863,101361.923,101392.1621,101571.0102,101407.618,101336.6418,101329.7297
9/25/2007,101622.1105,101626.7124,101612.907,101587.3065,101624.8527,101630.0647,101608.3356,101561.5242,101621.2879,101626.3776,101628.2976,101596.8464,101613.1503,101594.3166,101572.708,101569.4781,101586.5141,101552.7165,101532.9063,101522.5446,101537.6302,101518.9795,101439.8627,101435.2307,101449.2485,101418.1339,101400.7928,101390.9487,101450.2541,101308.1142,101270.6283,101300.8002,101476.1901,101314.423,101246.6745,101244.3884
9/26/2007,101517.6648,101521.779,101506.7846,101479.0201,101518.0606,101523.2727,101501.1161,101452.4461,101512.1797,101517.2984,101519.1577,101486.8832,101501.7571,101482.7385,101461.3441,101458.5718,101472.6202,101440.5897,101421.3296,101411.6075,101419.7749,101406.7314,101328.0722,101323.9271,101326.8828,101304.6659,101289.1243,101279.6767,101331.6689,101194.6775,101159.2344,101189.5889,101364.5525,101199.1577,101126.1068,101121.9926
9/27/2007,101424.494,101428.2121,101413.8575,101387.6172,101422.3609,101428.4249,101408.0666,101361.2254,101419.8616,101426.1094,101428.1514,101396.6384,101415.4427,101396.4866,101372.8065,101367.6246,101377.2865,101341.8118,101324.4103,101321.9412,101306.7954,101285.0647,101215.9449,101225.0272,101204.1209,101172.7913,101164.1656,101159.686,101208.6611,101066.7333,101029.7965,101056.4639,101237.6135,101072.4029,100998.6804,100987.1004
9/28/2007,101484.4222,101485.091,101470.1488,101446.9969,101480.109,101481.556,101457.3203,101413.9671,101475.0455,101475.6026,101471.7072,101441.4881,101468.3682,101443.2955,101414.0224,101408.0683,101434.5863,101394.8791,101371.0031,101360.4307,101370.3631,101348.3526,101270.6362,101270.5516,101269.9667,101241.306,101228.4521,101222.162,101274.4755,101134.6223,101099.0037,101130.1688,101304.2218,101139.9076,101066.5581,101058.6274
9/29/2007,101644.8217,101646.2177,101628.7056,101592.9531,101649.9407,101659.1346,101638.9748,101580.0945,101649.593,101659.1055,101664.8082,101627.0174,101646.4798,101631.2085,101612.3278,101606.9748,101624.5455,101592.3707,101573.5192,101563.3384,101576.1964,101562.1161,101482.7276,101476.8217,101486.3054,101462.2472,101444.647,101433.0689,101489.6218,101351.9052,101315.1342,101343.5856,101520.5462,101356.4141,101282.3498,101275.1928
9/30/2007,101797.7872,101779.532,101751.4022,101719.5562,101819.2124,101798.2147,101761.7039,101713.2169,101833.3542,101825.3996,101823.0826,101783.5249,101832.013,101812.599,101795.9892,101784.4688,101809.734,101775.9055,101757.1927,101746.8326,101767.8609,101746.8006,101666.3754,101660.0666,101688.2861,101658.2675,101639.0372,101622.9156,101706.2381,101565.7731,101526.4278,101544.6823,101748.0502,101583.144,101507.3798,101486.26
10/1/2007,101703.9981,101689.3092,101658.5577,101610.8932,101713.9639,101703.9364,101666.9699,101600.6224,101716.615,101708.6004,101698.6354,101653.8344,101713.2932,101683.1217,101650.4829,101635.731,101685.1946,101643.6864,101613.301,101593.2467,101632.8683,101610.5275,101521.3229,101508.3717,101541.4688,101509.9252,101486.0015,101468.0201,101544.1808,101400.6678,101359.4948,101381.6823,101571.9751,101406.0324,101330.1778,101316.4025
10/2/2007,101100.5898,101094.7977,101074.5418,101041.3582,101109.4539,101109.0375,101085.102,101030.0945,101110.5098,101116.4621,101123.4063,101084.8789,101103.0539,101090.6383,101077.8383,101072.9746,101077.1977,101046.2223,101034.4461,101032.4941,101034.4785,101008.1418,100937.2938,100941.8059,100957.6465,100914.798,100902.7984,100898.8301,100967.4383,100819.982,100782.8625,100814.1574,100996.398,100832.1094,100756.9098,100745.9332
10/3/2007,101128.8778,101128.9343,101113.7486,101090.4485,101124.0195,101125.4734,101102.4904,101060.3097,101117.8793,101120.4989,101120.0337,101091.7571,101108.3672,101087.3938,101063.5685,101060.6587,101074.7678,101042.331,101022.1136,101012.9492,101018.5064,101002.7962,100925.8214,100923.9606,100926.6371,100900.3384,100885.3278,100875.1747,100932.6296,100794.5344,100757.7347,100784.0909,100964.6871,100800.9645,100727.7717,100722.826
10/4/2007,101273.9323,101269.1582,101249.4788,101218.599,101270.0654,101269.7992,101245.5059,101196.4655,101262.278,101265.7721,101267.6654,101236.3324,101249.2386,101231.2923,101212.1986,101210.2777,101216.1725,101184.5192,101169.0524,101164.4919,101160.4655,101143.5322,101071.2653,101073.4788,101068.7061,101043.1855,101030.5716,101021.2656,101079.3988,100942.4655,100906.0651,100929.5853,101115.8522,100952.5726,100879.292,100865.2923
10/5/2007,101343.424,101338.2443,101315.9911,101279.7433,101357.3569,101353.7212,101324.951,101269.0966,101357.5618,101357.9396,101358.8118,101321.8967,101347.9908,101329.2557,101310.7837,101305.5465,101322.9134,101286.4329,101269.6484,101262.5795,101272.092,101250.7979,101175.0742,101174.2301,101180.8058,101153.5462,101139.6705,101131.3207,101191.2781,101052.6889,101017.0529,101045.5611,101227.0302,101063.9751,100990.3175,100981.4158
10/6/2007,101288.8992,101288.9637,101272.9324,101246.2438,101288.3871,101292.7719,101274.6273,101231.2039,101298.5953,101307.1398,101312.7078,101283.1395,101308.4508,101293.3152,101273.1234,101266.8516,101288.8355,101255.6195,101234.0195,101222.0832,101237.9234,101222.4992,101141.8273,101136.1953,101148.4508,101122.9797,101106.4348,101096.9004,101154.0832,101015.9082,100980.1961,101011.2359,101186.3074,101025.0273,100956.2918,100955.9391
10/7/2007,101183.0019,101181.388,101165.4792,101139.2999,101184.3739,101188.7626,101171.1168,101127.0484,101191.292,101201.3181,101209.7303,101180.9609,101195.4379,101183.7344,101168.7705,101165.5703,101173.8906,101147.4074,101130.0658,101120.8624,101127.7188,101118.7894,101040.0394,101034.3709,101042.9952,101021.6923,101004.6261,100992.0387,101051.1321,100915.3917,100878.942,100905.1209,101087.4594,100923.529,100849.4405,100845.0826
10/8/2007,101212.3679,101218.212,101203.7137,101174.9698,101219.9372,101227.2826,101210.7541,101160.0832,101218.6281,101232.6535,101248.4307,101213.0639,101207.0255,101203.6311,101201.4324,101202.6563,101186.4056,101166.5941,101161.3906,101161.9195,101149.8145,101143.1644,101073.0707,101073.4321,101069.3978,101046.6359,101033.1678,101027.1851,101071.484,100934.163,100899.9358,100934.4134,101101.6749,100939.5048,100869.4946,100870.8859
